title,director,year,runtime,genres,strands,description,synopsis,languages,session_date,session_venue,session_time,film_url
Dani: The Portrait of a Beauty,Cooper Yoo,2024,16 mins,"Drama, Comedy",MIFF XR,"Based on genre paintings by Shin Yun-bok, this interactive experience recreates the rituals, performances and daily life of the Joseon Dynasty in the 1700s.","As agisaeng, Dani is a highly skilled performer. While she may not be traditionally beautiful on the surface, she composes herself with confidence and aplomb. She is in love with Yisaeng, the court’s most eligible bachelor, but it’s a secret she must bear along with the ridicule of the men around her. Everyone wants a piece of Yisaeng, and Dani will literally have to fight for his attention. With narration highlighting all of the protagonists’ goofs and hidden desires,Dani: The Portrait of a Beautyis a fun, charming and transporting tale.",Korean,16 Aug,ACMI Swinburne Studio,2:00pm,https://miff.com.au/program/film/dani-the-portrait-of-a-beauty
Dani: The Portrait of a Beauty,Cooper Yoo,2024,16 mins,"Drama, Comedy",MIFF XR,"Based on genre paintings by Shin Yun-bok, this interactive experience recreates the rituals, performances and daily life of the Joseon Dynasty in the 1700s.","As agisaeng, Dani is a highly skilled performer. While she may not be traditionally beautiful on the surface, she composes herself with confidence and aplomb. She is in love with Yisaeng, the court’s most eligible bachelor, but it’s a secret she must bear along with the ridicule of the men around her. Everyone wants a piece of Yisaeng, and Dani will literally have to fight for his attention. With narration highlighting all of the protagonists’ goofs and hidden desires,Dani: The Portrait of a Beautyis a fun, charming and transporting tale.",Korean,16 Aug,ACMI Swinburne Studio,2:30pm,https://miff.com.au/program/film/dani-the-portrait-of-a-beauty
Dani: The Portrait of a Beauty,Cooper Yoo,2024,16 mins,"Drama, Comedy",MIFF XR,"Based on genre paintings by Shin Yun-bok, this interactive experience recreates the rituals, performances and daily life of the Joseon Dynasty in the 1700s.","As agisaeng, Dani is a highly skilled performer. While she may not be traditionally beautiful on the surface, she composes herself with confidence and aplomb. She is in love with Yisaeng, the court’s most eligible bachelor, but it’s a secret she must bear along with the ridicule of the men around her. Everyone wants a piece of Yisaeng, and Dani will literally have to fight for his attention. With narration highlighting all of the protagonists’ goofs and hidden desires,Dani: The Portrait of a Beautyis a fun, charming and transporting tale.",Korean,16 Aug,ACMI Swinburne Studio,3:00pm,https://miff.com.au/program/film/dani-the-portrait-of-a-beauty
Dani: The Portrait of a Beauty,Cooper Yoo,2024,16 mins,"Drama, Comedy",MIFF XR,"Based on genre paintings by Shin Yun-bok, this interactive experience recreates the rituals, performances and daily life of the Joseon Dynasty in the 1700s.","As agisaeng, Dani is a highly skilled performer. While she may not be traditionally beautiful on the surface, she composes herself with confidence and aplomb. She is in love with Yisaeng, the court’s most eligible bachelor, but it’s a secret she must bear along with the ridicule of the men around her. Everyone wants a piece of Yisaeng, and Dani will literally have to fight for his attention. With narration highlighting all of the protagonists’ goofs and hidden desires,Dani: The Portrait of a Beautyis a fun, charming and transporting tale.",Korean,16 Aug,ACMI Swinburne Studio,3:30pm,https://miff.com.au/program/film/dani-the-portrait-of-a-beauty
Dani: The Portrait of a Beauty,Cooper Yoo,2024,16 mins,"Drama, Comedy",MIFF XR,"Based on genre paintings by Shin Yun-bok, this interactive experience recreates the rituals, performances and daily life of the Joseon Dynasty in the 1700s.","As agisaeng, Dani is a highly skilled performer. While she may not be traditionally beautiful on the surface, she composes herself with confidence and aplomb. She is in love with Yisaeng, the court’s most eligible bachelor, but it’s a secret she must bear along with the ridicule of the men around her. Everyone wants a piece of Yisaeng, and Dani will literally have to fight for his attention. With narration highlighting all of the protagonists’ goofs and hidden desires,Dani: The Portrait of a Beautyis a fun, charming and transporting tale.",Korean,16 Aug,ACMI Swinburne Studio,4:00pm,https://miff.com.au/program/film/dani-the-portrait-of-a-beauty
Dani: The Portrait of a Beauty,Cooper Yoo,2024,16 mins,"Drama, Comedy",MIFF XR,"Based on genre paintings by Shin Yun-bok, this interactive experience recreates the rituals, performances and daily life of the Joseon Dynasty in the 1700s.","As agisaeng, Dani is a highly skilled performer. While she may not be traditionally beautiful on the surface, she composes herself with confidence and aplomb. She is in love with Yisaeng, the court’s most eligible bachelor, but it’s a secret she must bear along with the ridicule of the men around her. Everyone wants a piece of Yisaeng, and Dani will literally have to fight for his attention. With narration highlighting all of the protagonists’ goofs and hidden desires,Dani: The Portrait of a Beautyis a fun, charming and transporting tale.",Korean,16 Aug,ACMI Swinburne Studio,4:30pm,https://miff.com.au/program/film/dani-the-portrait-of-a-beauty
Dani: The Portrait of a Beauty,Cooper Yoo,2024,16 mins,"Drama, Comedy",MIFF XR,"Based on genre paintings by Shin Yun-bok, this interactive experience recreates the rituals, performances and daily life of the Joseon Dynasty in the 1700s.","As agisaeng, Dani is a highly skilled performer. While she may not be traditionally beautiful on the surface, she composes herself with confidence and aplomb. She is in love with Yisaeng, the court’s most eligible bachelor, but it’s a secret she must bear along with the ridicule of the men around her. Everyone wants a piece of Yisaeng, and Dani will literally have to fight for his attention. With narration highlighting all of the protagonists’ goofs and hidden desires,Dani: The Portrait of a Beautyis a fun, charming and transporting tale.",Korean,16 Aug,ACMI Swinburne Studio,5:00pm,https://miff.com.au/program/film/dani-the-portrait-of-a-beauty
Dani: The Portrait of a Beauty,Cooper Yoo,2024,16 mins,"Drama, Comedy",MIFF XR,"Based on genre paintings by Shin Yun-bok, this interactive experience recreates the rituals, performances and daily life of the Joseon Dynasty in the 1700s.","As agisaeng, Dani is a highly skilled performer. While she may not be traditionally beautiful on the surface, she composes herself with confidence and aplomb. She is in love with Yisaeng, the court’s most eligible bachelor, but it’s a secret she must bear along with the ridicule of the men around her. Everyone wants a piece of Yisaeng, and Dani will literally have to fight for his attention. With narration highlighting all of the protagonists’ goofs and hidden desires,Dani: The Portrait of a Beautyis a fun, charming and transporting tale.",Korean,16 Aug,ACMI Swinburne Studio,5:30pm,https://miff.com.au/program/film/dani-the-portrait-of-a-beauty
Dani: The Portrait of a Beauty,Cooper Yoo,2024,16 mins,"Drama, Comedy",MIFF XR,"Based on genre paintings by Shin Yun-bok, this interactive experience recreates the rituals, performances and daily life of the Joseon Dynasty in the 1700s.","As agisaeng, Dani is a highly skilled performer. While she may not be traditionally beautiful on the surface, she composes herself with confidence and aplomb. She is in love with Yisaeng, the court’s most eligible bachelor, but it’s a secret she must bear along with the ridicule of the men around her. Everyone wants a piece of Yisaeng, and Dani will literally have to fight for his attention. With narration highlighting all of the protagonists’ goofs and hidden desires,Dani: The Portrait of a Beautyis a fun, charming and transporting tale.",Korean,16 Aug,ACMI Swinburne Studio,6:00pm,https://miff.com.au/program/film/dani-the-portrait-of-a-beauty
Dani: The Portrait of a Beauty,Cooper Yoo,2024,16 mins,"Drama, Comedy",MIFF XR,"Based on genre paintings by Shin Yun-bok, this interactive experience recreates the rituals, performances and daily life of the Joseon Dynasty in the 1700s.","As agisaeng, Dani is a highly skilled performer. While she may not be traditionally beautiful on the surface, she composes herself with confidence and aplomb. She is in love with Yisaeng, the court’s most eligible bachelor, but it’s a secret she must bear along with the ridicule of the men around her. Everyone wants a piece of Yisaeng, and Dani will literally have to fight for his attention. With narration highlighting all of the protagonists’ goofs and hidden desires,Dani: The Portrait of a Beautyis a fun, charming and transporting tale.",Korean,16 Aug,ACMI Swinburne Studio,6:30pm,https://miff.com.au/program/film/dani-the-portrait-of-a-beauty
Dani: The Portrait of a Beauty,Cooper Yoo,2024,16 mins,"Drama, Comedy",MIFF XR,"Based on genre paintings by Shin Yun-bok, this interactive experience recreates the rituals, performances and daily life of the Joseon Dynasty in the 1700s.","As agisaeng, Dani is a highly skilled performer. While she may not be traditionally beautiful on the surface, she composes herself with confidence and aplomb. She is in love with Yisaeng, the court’s most eligible bachelor, but it’s a secret she must bear along with the ridicule of the men around her. Everyone wants a piece of Yisaeng, and Dani will literally have to fight for his attention. With narration highlighting all of the protagonists’ goofs and hidden desires,Dani: The Portrait of a Beautyis a fun, charming and transporting tale.",Korean,16 Aug,ACMI Swinburne Studio,7:00pm,https://miff.com.au/program/film/dani-the-portrait-of-a-beauty
Dani: The Portrait of a Beauty,Cooper Yoo,2024,16 mins,"Drama, Comedy",MIFF XR,"Based on genre paintings by Shin Yun-bok, this interactive experience recreates the rituals, performances and daily life of the Joseon Dynasty in the 1700s.","As agisaeng, Dani is a highly skilled performer. While she may not be traditionally beautiful on the surface, she composes herself with confidence and aplomb. She is in love with Yisaeng, the court’s most eligible bachelor, but it’s a secret she must bear along with the ridicule of the men around her. Everyone wants a piece of Yisaeng, and Dani will literally have to fight for his attention. With narration highlighting all of the protagonists’ goofs and hidden desires,Dani: The Portrait of a Beautyis a fun, charming and transporting tale.",Korean,16 Aug,ACMI Swinburne Studio,7:30pm,https://miff.com.au/program/film/dani-the-portrait-of-a-beauty
Dani: The Portrait of a Beauty,Cooper Yoo,2024,16 mins,"Drama, Comedy",MIFF XR,"Based on genre paintings by Shin Yun-bok, this interactive experience recreates the rituals, performances and daily life of the Joseon Dynasty in the 1700s.","As agisaeng, Dani is a highly skilled performer. While she may not be traditionally beautiful on the surface, she composes herself with confidence and aplomb. She is in love with Yisaeng, the court’s most eligible bachelor, but it’s a secret she must bear along with the ridicule of the men around her. Everyone wants a piece of Yisaeng, and Dani will literally have to fight for his attention. With narration highlighting all of the protagonists’ goofs and hidden desires,Dani: The Portrait of a Beautyis a fun, charming and transporting tale.",Korean,17 Aug,ACMI Swinburne Studio,12:00pm,https://miff.com.au/program/film/dani-the-portrait-of-a-beauty
